"ID","word","total"
9488,"conservative",1
9489,"consider",1
9490,"consigue",1
9491,"console",1
9492,"constantine",1
9493,"construction",1
9494,"consumed",1
9495,"consumiendo",1
9496,"consumption",1
9497,"contaminated",1
9498,"conté",1
9499,"contemplatin",1
9500,"contemplating",1
9501,"contento",1
9502,"contéstale",1
9503,"contour",1
9504,"contracts",1
9505,"contrario",1
9506,"contribute",1
9507,"contro",1
9508,"controller",1
9509,"controlling",1
9510,"convenient",1
9511,"converted",1
9512,"convertible",1
9513,"convict",1
9514,"conviction",1
9515,"convicts",1
9516,"convince",1
9517,"coogi",1
9518,"cooker",1
9519,"cooking",1
9520,"coolant",1
9521,"coolin'twist",1
9522,"coop",1
9523,"cooperate",1
9524,"cop's",1
9525,"copa",1
9526,"cope",1
9527,"copia",1
9528,"copies",1
9529,"coppers",1
9530,"copycat",1
9531,"copyin",1
9532,"copywritten",1
9533,"coraline",1
9534,"core",1
9535,"corleone",1
9536,"cornball",1
9537,"cornfields",1
9538,"cornier",1
9539,"cornrow",1
9540,"corny",1
9541,"corolla",1
9542,"corona",1
9543,"corporation",1
9544,"corpse's",1
9545,"correct",1
9546,"corrections",1
9547,"corridos",1
9548,"corriendo",1
9549,"cos",1
9550,"cosas",1
9551,"cosigner",1
9552,"cosmo",1
9553,"costly",1
9554,"costume",1
9555,"cot",1
9556,"cougars",1
9557,"counsel",1
9558,"countdown",1
9559,"countin'nine",1
9560,"countless",1
9561,"country's",1
9562,"courvoisier",1
9563,"cousins",1
9564,"covenant",1
9565,"covering",1
9566,"cowabunga",1
9567,"cowardly",1
9568,"cowgirl",1
9569,"craig",1
9570,"craigslist",1
9571,"cramp",1
9572,"crampin",1
9573,"cranberry",1
9574,"crapped",1
9575,"cras",1
9576,"crass",1
9577,"crates",1
9578,"cravin",1
9579,"craw",1
9580,"crawfish",1
9581,"crawford",1
9582,"crawled",1
9583,"crayons",1
9584,"craziest",1
9585,"creaks",1
9586,"creams",1
9587,"creation",1
9588,"creator",1
9589,"credited",1
9590,"credits",1
9591,"creek",1
9592,"creepers",1
9593,"creía",1
9594,"cremate",1
9595,"crenshaw",1
9596,"crep",1
9597,"crescendo",1
9598,"crescent",1
9599,"crickets",1
9600,"criminality",1
9601,"crippled",1
9602,"crisco",1
9603,"crisis",1
9604,"crisp",1
9605,"cristale",1
9606,"cristhian",1
9607,"critica",1
9608,"criticism",1
9609,"critics",1
9610,"critique",1
9611,"critiquing",1
9612,"crock",1
9613,"crockpot",1
9614,"croissants",1
9615,"crook",1
9616,"crop",1
9617,"crossing",1
9618,"crouton",1
9619,"crow",1
9620,"crowns",1
9621,"crucial",1
9622,"crucified",1
9623,"crucify",1
9624,"cruelty",1
9625,"cruisin'my",1
9626,"crumblin",1
9627,"crumbs",1
9628,"crumpet",1
9629,"crunch",1
9630,"crunchin",1
9631,"crunk",1
9632,"crunked",1
9633,"crusaders",1
9634,"crushes",1
9635,"crushing",1
9636,"crusin",1
9637,"cruz",1
9638,"cuándo",1
9639,"cuatro",1
9640,"cub",1
9641,"cubana",1
9642,"cubanas",1
9643,"cube",1
9644,"cudders",1
9645,"cuddles",1
9646,"cuddly",1
9647,"cues",1
9648,"cuffing",1
9649,"cuffs",1
9650,"cujo",1
9651,"culiacánsashimi",1
9652,"culinan",1
9653,"culito",1
9654,"cúlpenla",1
9655,"cultural",1
9656,"culture",1
9657,"cupped",1
9658,"curbed",1
9659,"curiosity",1
9660,"curls",1
9661,"currencies",1
9662,"currently",1
9663,"curry",1
9664,"cursin",1
9665,"curtain's",1
9666,"curtis",1
9667,"cushions",1
9668,"cussin",1
9669,"cutie",1
9670,"cutlass",1
9671,"cuzzo",1
9672,"cyanide",1
9673,"cyattie",1
9674,"cycles",1
9675,"cynical",1
9676,"cyrax",1
9677,"cyst",1
9678,"d.y",1
9679,"d's",1
9680,"d'usse",1
9681,"d12",1
9682,"dabra",1
9683,"dad's",1
9684,"dadadada",1
9685,"dadas",1
9686,"daggers",1
9687,"dahmer",1
9688,"daisy",1
9689,"dallas",1
9690,"damages",1
9691,"dames",1
9692,"damsels",1
9693,"daña",1
9694,"dañaste",1
9695,"danced",1
9696,"dandy",1
9697,"dañe",1
9698,"dang",1
9699,"danger's",1
9700,"dani",1
9701,"dank",1
9702,"danny",1
9703,"daño",1
9704,"dans",1
9705,"dap",1
9706,"dapper",1
9707,"dappin",1
9708,"daría",1
9709,"daring",1
9710,"darle",1
9711,"dárselo",1
9712,"darts",1
9713,"dasani",1
9714,"dasher",1
9715,"daw",1
9716,"day's",1
9717,"daydreaming",1
9718,"dayton",1
9719,"daytona",1
9720,"dazy",1
9721,"dazzling",1
9722,"ddy",1
9723,"de'angelo",1
9724,"deadliest",1
9725,"deaky",1
9726,"dealers",1
9727,"dealings",1
9728,"dean",1
9729,"deani",1
9730,"deathbed",1
9731,"debatin",1
9732,"debí",1
9733,"decatur",1
9734,"deceiving",1
9735,"decembers",1
9736,"decepcione",1
9737,"dechino",1
9738,"decidas",1
9739,"decimal",1
9740,"decimated",1
9741,"decisione",1
9742,"decker",1
9743,"decks",1
9744,"declaration",1
9745,"declines",1
9746,"declinin",1
9747,"declining",1
9748,"decoration",1
9749,"decorations",1
9750,"decoy",1
9751,"decree",1
9752,"dedicated",1
9753,"dedicó",1
9754,"deebo",1
9755,"deepthroat",1
9756,"deer",1
9757,"deezy",1
9758,"defeater",1
9759,"defend",1
9760,"defenseless",1
9761,"deffer",1
9762,"definitivamente",1
9763,"deflate",1
9764,"deion",1
9765,"déjame",1
9766,"dejamos",1
9767,"dejaste",1
9768,"delaware",1
9769,"delightful",1
9770,"delilah",1
9771,"delincuente",1
9772,"delito",1
9773,"delivery",1
9774,"dello",1
9775,"delusion",1
9776,"demands",1
9777,"demeanor",1
9778,"demented",1
9779,"den",1
9780,"denaun",1
9781,"denial",1
9782,"denny's",1
9783,"dental",1
9784,"dentures",1
9785,"denyin",1
9786,"denzel",1
9787,"depart",1
9788,"dependable",1
9789,"dependent",1
9790,"deplorable",1
9791,"depositin",1
9792,"depositions",1
9793,"depot",1
9794,"depressing",1
9795,"deprivation",1
9796,"deprive",1
9797,"deptwo",1
9798,"deracs",1
9799,"dereck",1
9800,"derek",1
9801,"dermal",1
9802,"derozan",1
9803,"derringer",1
9804,"desaparece",1
9805,"descanse",1
9806,"descendants",1
9807,"description",1
9808,"descriptive",1
9809,"deserved",1
9810,"deserves",1
9811,"deserving",1
9812,"desespera'o",1
9813,"designed",1
9814,"designers",1
9815,"désolée",1
9816,"despacio",1
9817,"desquiciá",1
9818,"destino",1
9819,"destroza",1
9820,"detectors",1
9821,"detergent",1
9822,"dethroned",1
9823,"detonate",1
9824,"detour",1
9825,"detox",1
9826,"detriment",1
9827,"deuces",1
9828,"developed",1
9829,"developin",1
9830,"devil's",1
9831,"devoted",1
9832,"devotion",1
9833,"devour",1
9834,"devuelvo",1
9835,"dex",1
9836,"diabetic",1
9837,"diabla",1
9838,"diagnosed",1
9839,"dialed",1
9840,"dialing",1
9841,"diallin",1
9842,"dialling",1
9843,"dicen",1
9844,"dichotomy",1
9845,"dick's",1
9846,"dickie's",1
9847,"dickriding",1
9848,"dictionary",1
9849,"diddy's",1
9850,"dieta",1
9851,"diets",1
9852,"diez",1
9853,"diferente",1
9854,"differences",1
9855,"digest",1
9856,"digress",1
9857,"digs",1
9858,"dilate",1
9859,"dilemma",1
9860,"dilo",1
9861,"dimebag",1
9862,"dimmadome",1
9863,"dimmsdale",1
9864,"dineros",1
9865,"dinin",1
9866,"dinners",1
9867,"dipper",1
9868,"dippy",1
9869,"diré",1
9870,"dirili",1
9871,"dirtiest",1
9872,"disadvantaged",1
9873,"disagree",1
9874,"disappeared",1
9875,"disappointed",1
9876,"disc",1
9877,"discipline",1
9878,"discography",1
9879,"discouraged",1
9880,"discrete",1
9881,"discussion",1
9882,"discussions",1
9883,"díselo",1
9884,"disfigured",1
9885,"disgraceful",1
9886,"disgust",1
9887,"dismantle",1
9888,"dismissin",1
9889,"disney",1
9890,"disparate",1
9891,"disparo",1
9892,"dispatch",1
9893,"disregard",1
9894,"disrespectful",1
9895,"dissed",1
9896,"distancia",1
9897,"distract",1
9898,"distractin",1
9899,"divide",1
9900,"dividends",1
9901,"divino",1
9902,"dizque",1
9903,"dm's",1
9904,"dmac",1
9905,"dnabut",1
9906,"dnd",1
9907,"doa",1
9908,"dobermann",1
9909,"dobla",1
9910,"docked",1
9911,"dodge",1
9912,"dodi",1
9913,"doesn'tit",1
9914,"dogcatchers",1
9915,"dogg",1
9916,"dogglook",1
9917,"doggybone",1
9918,"dogs'll",1
9919,"dojo",1
9920,"doley",1
9921,"dolió",1
9922,"dolls",1
9923,"domes",1
9924,"dominicana",1
9925,"donatella",1
9926,"donk",1
9927,"donner",1
9928,"donor",1
9929,"dont",1
9930,"dooda",1
9931,"dopeboy",1
9932,"dorm",1
9933,"dors",1
9934,"dosage",1
9935,"dots",1
9936,"dotsi'm",1
9937,"doubles",1
9938,"doublin",1
9939,"douchin",1
9940,"doug",1
9941,"doughboy",1
9942,"dougie",1
9943,"down'cause",1
9944,"down'll",1
9945,"downhill",1
9946,"dozens",1
9947,"dp'ed",1
9948,"dq",1
9949,"drac'drip",1
9950,"dracs",1
9951,"draft",1
9952,"dragged",1
9953,"draggin",1
9954,"dragging",1
9955,"dramón",1
9956,"drape",1
9957,"draped",1
9958,"drapes",1
9959,"drawer",1
9960,"drawl",1
9961,"drawn",1
9962,"draws",1
9963,"dre'll",1
9964,"dreadlock",1
9965,"dreamed",1
9966,"dreamer",1
9967,"dreamers",1
9968,"dreamin'any",1
9969,"dreamin'everybody's",1
9970,"dreamy",1
9971,"drell's",1
9972,"drenched",1
9973,"dresses",1
9974,"dressin",1
9975,"dressing",1
9976,"drifted",1
9977,"drillin",1
9978,"drills",1
9979,"drool",1
9980,"drophead",1
9981,"droppin'you",1
9982,"drops",1
9983,"drummers",1
9984,"drummin'i",1
9985,"drumroll",1
9986,"drury",1
9987,"dryridin",1
9988,"dtf",1
9989,"dubbin",1
9990,"ducking",1
9991,"duct",1
9992,"duds",1
9993,"duel",1
9994,"dugout",1
9995,"dulce",1
9996,"dumbo",1
9997,"dummiecash",1
9998,"dumpin",1
9999,"dumpin'like",1
10000,"dundeeyo",1
10001,"dunked",1
10002,"dupri",1
10003,"durangos",1
10004,"durant",1
10005,"durk",1
10006,"dusk",1
10007,"dussé",1
10008,"dustpan",1
10009,"duties",1
10010,"duzit",1
10011,"dye",1
10012,"dyed",1
10013,"dyno",1
10014,"dyslexic",1
10015,"e.a",1
10016,"e'ry",1
10017,"ea",1
10018,"each'd",1
10019,"eager",1
10020,"eagles",1
10021,"eardrummers",1
10022,"earlier",1
10023,"earring",1
10024,"earthlings",1
10025,"easin",1
10026,"easter",1
10027,"eaten",1
10028,"echa",1
10029,"echinacea",1
10030,"ecstatic",1
10031,"eddie",1
10032,"eden",1
10033,"edibles",1
10034,"editor",1
10035,"edna",1
10036,"eel",1
10037,"eenie",1
10038,"effect",1
10039,"efficient",1
10040,"egchk",1
10041,"egregious",1
10042,"egyptian",1
10043,"ehret",1
10044,"ei",1
10045,"eights",1
10046,"ekam",1
10047,"elated",1
10048,"elbow",1
10049,"electrolytes",1
10050,"elegant",1
10051,"elephant",1
10052,"eli",1
10053,"elijah",1
10054,"elimi",1
10055,"eliminate",1
10056,"ello",1
10057,"elon",1
10058,"else'cause",1
10059,"else's",1
10060,"else'scall",1
10061,"eludin'sleepin",1
10062,"em20",1
10063,"embachan",1
10064,"embarassin",1
10065,"embarrasin",1
10066,"embarrass",1
10067,"ember",1
10068,"embers",1
10069,"emborraché",1
10070,"embrujo",1
10071,"emcees",1
10072,"emeralds",1
10073,"emilio",1
10074,"emoji",1
10075,"emojis",1
10076,"empañen",1
10077,"empathy",1
10078,"emperor",1
10079,"empezaba",1
10080,"empezamo",1
10081,"empieza",1
10082,"empiezo",1
10083,"empire",1
10084,"empires",1
10085,"employee",1
10086,"empowerment",1
10087,"emptied",1
10088,"empties",1
10089,"emptiness",1
10090,"emptying",1
10091,"enamel",1
10092,"encajo",1
10093,"encima",1
10094,"encontra'o",1
10095,"encuentras",1
10096,"encuera'dame",1
10097,"endin",1
10098,"endpoint",1
10099,"endured",1
10100,"energy's",1
10101,"enfango",1
10102,"enferma",1
10103,"enfermo",1
10104,"engineer",1
10105,"engineering",1
10106,"enhance",1
10107,"enigma",1
10108,"enjoyin",1
10109,"enrolaba",1
10110,"enrolled",1
10111,"enseño",1
10112,"entendre",1
10113,"entered",1
10114,"enterprise",1
10115,"entiende",1
10116,"entire",1
10117,"entrada",1
10118,"entrar",1
10119,"enumerate",1
10120,"envelope",1
10121,"enviciá",1
10122,"envidiosa",1
10123,"envidiosas",1
10124,"envíe",1
10125,"envision",1
10126,"envolver",1
10127,"envolví",1
10128,"envuelvo",1
10129,"eons",1
10130,"ephesians",1
10131,"epic",1
10132,"epiphany",1
10133,"episode",1
10134,"epitome",1
10135,"equipaje",1
10136,"er'body",1
10137,"erd",1
10138,"erizá",1
10139,"ernest",1
10140,"eroding",1
10141,"errybody",1
10142,"ers",1
10143,"erupt",1
10144,"erupts",1
10145,"erve",1
10146,"escalades",1
10147,"escándalo",1
10148,"escaping",1
10149,"esconda",1
10150,"esconde",1
10151,"escondidas",1
10152,"escrache",1
10153,"escribo",1
10154,"escrow",1
10155,"escuchado",1
10156,"eses",1
10157,"esign",1
10158,"esophagus",1
10159,"espacio",1
10160,"espagueti",1
10161,"espante",1
10162,"especially",1
10163,"espera",1
10164,"esperaba",1
10165,"esperas",1
10166,"espiral",1
10167,"esque",1
10168,"esquivarte",1
10169,"established",1
10170,"estamo",1
10171,"estate",1
10172,"esteem",1
10173,"estrella",1
10174,"estudiar",1
10175,"estuve",1
10176,"et",1
10177,"etcetera",1
10178,"été",1
10179,"ethics",1
10180,"ethos",1
10181,"etiquette",1
10182,"etiuq",1
10183,"eulogy",1
10184,"euphoria",1
10185,"european",1
10186,"ev'i",1
10187,"ev'rymother's",1
10188,"evacuate",1
10189,"evade",1
10190,"evaporate",1
10191,"evel",1
10192,"everlasting",1
10193,"everythings",1
10194,"evicted",1
10195,"evig",1
10196,"evil's",1
10197,"evita",1
10198,"evolvin",1
10199,"ewing",1
10200,"ewings",1
10201,"exaggeration",1
10202,"examinen",1
10203,"example",1
10204,"excedrin",1
10205,"excellent",1
10206,"exceptions",1
10207,"excitebike",1
10208,"excruciating",1
10209,"excusa",1
10210,"execs",1
10211,"executive",1
10212,"exhausted",1
10213,"explanation",1
10214,"explode",1
10215,"exploded",1
10216,"exploding",1
10217,"explore",1
10218,"explosive",1
10219,"explota",1
10220,"explotó",1
10221,"expresser",1
10222,"expression",1
10223,"expressions",1
10224,"extort",1
10225,"extrañaba",1
10226,"extrañando",1
10227,"eyeballs",1
10228,"eyelashes",1
10229,"eyelids",1
10230,"eyeliner",1
10231,"fab",1
10232,"fabo",1
10233,"fabrics",1
10234,"facades",1
10235,"faced",1
10236,"facetime",1
10237,"facility",1
10238,"facin",1
10239,"faction",1
10240,"fag",1
10241,"failing",1
10242,"faint",1
10243,"fairy",1
10244,"faithfully",1
10245,"faithfulness",1
10246,"faker",1
10247,"faldita",1
10248,"fallaron",1
10249,"fallaste",1
10250,"falle",1
10251,"fallin'i",1
10252,"familia",1
10253,"families",1
10254,"fanagans",1
10255,"fang",1
10256,"fangs",1
10257,"fanned",1
10258,"fantasía",1
10259,"fantasizin",1
10260,"fantasizing",1
10261,"farewell",1
10262,"farfetched",1
10263,"farms",1
10264,"farted",1
10265,"fashionably",1
10266,"fatal",1
10267,"fatalities",1
10268,"father's",1
10269,"fatigue",1
10270,"fatter",1
10271,"fatts",1
10272,"faulty",1
10273,"favourite",1
10274,"faze",1
10275,"fazed",1
10276,"fazos",1
10277,"fearless",1
10278,"feast",1
10279,"featherweight",1
10280,"feedback",1
10281,"feelin'i'm",1
10282,"feelin's",1
10283,"feenin",1
10284,"fefe",1
10285,"fela",1
10286,"felicida",1
10287,"felipe",1
10288,"felon",1
10289,"felons",1
10290,"female",1
10291,"feminine",1
10292,"fences",1
10293,"fencies",1
10294,"fendis",1
10295,"fenty",1
10296,"ferraris",1
10297,"ferry",1
10298,"festival",1
10299,"festivals",1
10300,"fetch",1
10301,"fetters",1
10302,"fetus",1
10303,"feuds",1
10304,"fiancée",1
10305,"fide",1
10306,"fierce",1
10307,"fiery",1
10308,"fiesta",1
10309,"fievel",1
10310,"fig",1
10311,"figs",1
10312,"filet",1
10313,"filing",1
10314,"filling",1
10315,"fills",1
10316,"films",1
10317,"filtered",1
10318,"filthy",1
10319,"finals",1
10320,"finessed",1
10321,"finesser",1
10322,"fingerless",1
10323,"fingerprints",1
10324,"finishin",1
10325,"finishin'everything",1
10326,"finnessin",1
10327,"fino",1
10328,"firearms",1
10329,"fireflies",1
10330,"firework",1
10331,"fishtail",1
10332,"fitch",1
10333,"fittest",1
10334,"fittin",1
10335,"fitting",1
10336,"fittz",1
10337,"fixing",1
10338,"flack",1
10339,"flacko",1
10340,"flaged",1
10341,"flagged",1
10342,"flaggin",1
10343,"flags",1
10344,"flake",1
10345,"flamin",1
10346,"flamminababbitapannitajampkin",1
10347,"flappin",1
10348,"flare",1
10349,"flares",1
10350,"flashin'whenever",1
10351,"flashlight",1
10352,"flashy",1
10353,"flattered",1
10354,"flavor",1
10355,"flavors",1
10356,"fleas",1
10357,"flectin",1
10358,"fled",1
10359,"flee",1
10360,"fleein",1
10361,"fleurs",1
10362,"flexed",1
10363,"flexer",1
10364,"flexible",1
10365,"flexin'mm",1
10366,"flicked",1
10367,"flickin",1
10368,"flodgin",1
10369,"flojera",1
10370,"flooding",1
10371,"floorboards",1
10372,"floors",1
10373,"flopped",1
10374,"floppin",1
10375,"flossy",1
10376,"flotando",1
10377,"flourishing",1
10378,"flown",1
10379,"floyd",1
10380,"fluctuates",1
10381,"fluently",1
10382,"fluids",1
10383,"flung",1
10384,"flurry",1
10385,"flyers",1
10386,"fo",1
10387,"foamin",1
10388,"focusin",1
10389,"foe",1
10390,"folded",1
10391,"folk",1
10392,"follie's",1
10393,"following",1
10394,"fonda",1
10395,"foo",1
10396,"foodstamp",1
10397,"fooled",1
10398,"foolery",1
10399,"foolin",1
10400,"foothills",1
10401,"foots",1
10402,"footsteps",1
10403,"forced",1
10404,"foreign'll",1
10405,"foreigner",1
10406,"foreplay",1
10407,"forgets",1
10408,"forgettable",1
10409,"forgiato",1
10410,"forgiving's",1
10411,"forked",1
10412,"formal",1
10413,"formar",1
10414,"forming",1
10415,"fornicate",1
10416,"fort",1
10417,"forties",1
10418,"fortress",1
10419,"foto",1
10420,"foulest",1
10421,"fragrance",1
10422,"fraid",1
10423,"fran",1
10424,"français",1
10425,"frankly",1
10426,"freaking",1
10427,"freaknik",1
10428,"fred",1
10429,"freeband",1
10430,"freebie",1
10431,"freed",1
10432,"freelance",1
10433,"freely",1
10434,"freezer",1
10435,"freezing",1
10436,"freight",1
10437,"frenemy",1
10438,"frequently",1
10439,"freshin",1
10440,"freshly",1
10441,"fridge",1
10442,"friend's",1
10443,"friendless",1
10444,"friendship",1
10445,"friendzone",1
10446,"frightful",1
10447,"fring",1
10448,"frisked",1
10449,"frontear",1
10450,"fronts",1
10451,"fropessor",1
10452,"frosted",1
10453,"fruits",1
10454,"fruity",1
10455,"frying",1
10456,"fuck's",1
10457,"fuckboy",1
10458,"fucked'cause",1
10459,"fueran",1
10460,"fueron",1
10461,"fuga'o",1
10462,"fugees",1
10463,"fulfill",1
10464,"fullest",1
10465,"fumble",1
10466,"fumblin",1
10467,"funciona",1
10468,"fund",1
10469,"funk",1
10470,"funny's",1
10471,"furious",1
10472,"further",1
10473,"fussing",1
10474,"futon",1
10475,"fuzz",1
10476,"fwoosh",1
10477,"fxx",1
10478,"g.o.a.t.mike",1
10479,"g5s",1
10480,"g63",1
10481,"gaby",1
10482,"gacy",1
10483,"gafford",1
10484,"gag",1
10485,"galactic",1
10486,"galveston",1
10487,"gamble",1
10488,"gamblin",1
10489,"game's",1
10490,"gaming",1
10491,"ganaste",1
10492,"gandhi",1
10493,"gangbangers",1
10494,"gangbangin",1
10495,"gangland",1
10496,"gangstas",1
10497,"gangsters",1
10498,"gap",1
10499,"garçon",1
10500,"garlic",1
10501,"garth",1
10502,"gassed",1
10503,"gassin",1
10504,"gastando",1
10505,"gaste",1
10506,"gatito",1
10507,"gator",1
10508,"gaveta",1
10509,"gbut",1
10510,"gears",1
10511,"geeking",1
10512,"geico",1
10513,"generacione",1
10514,"general",1
10515,"genital",1
10516,"genoveses",1
10517,"gent",1
10518,"gentleman",1
10519,"genuine",1
10520,"gera",1
10521,"gervonta",1
10522,"getaway",1
10523,"getty",1
10524,"ghouls",1
10525,"gianna",1
10526,"gibberish",1
10527,"giffies",1
10528,"gigante",1
10529,"gillespie",1
10530,"gin",1
10531,"ginger",1
10532,"ginobili",1
10533,"ginza",1
10534,"girar",1
10535,"girbaud",1
10536,"girdle",1
10537,"girlfriend's",1
10538,"girlfriends",1
10539,"girly",1
10540,"giselle",1
10541,"givenchyed",1
10542,"giver",1
10543,"glacier",1
10544,"gladly",1
10545,"gladys",1
10546,"gle",1
10547,"glimpse",1
10548,"glint",1
10549,"gliss",1
10550,"glist",1
10551,"glitter",1
10552,"glitters",1
10553,"globals",1
10554,"glover",1
10555,"gloverin",1
10556,"glowin",1
10557,"glue",1
10558,"glued",1
10559,"glutes",1
10560,"gnarly",1
10561,"gnihtemos",1
10562,"goce",1
10563,"goddamnit",1
10564,"goddess",1
10565,"godly",1
10566,"goers",1
10567,"gofund",1
10568,"goin'that's",1
10569,"goku",1
10570,"goldie",1
10571,"golfin",1
10572,"goliath",1
10573,"goodfellas",1
10574,"goodness",1
10575,"goofin",1
10576,"google",1
10577,"goons",1
10578,"goosey",1
10579,"gordito",1
10580,"gosha",1
10581,"gots",1
10582,"gowns",1
10583,"grabbing",1
10584,"graced",1
10585,"graceful",1
10586,"gracias",1
10587,"gracious",1
10588,"grader",1
10589,"grades",1
10590,"grammy's",1
10591,"grammys",1
10592,"granddaddy",1
10593,"grandkids",1
10594,"grandma's",1
10595,"grandparents",1
10596,"granola",1
10597,"grant",1
10598,"graow",1
10599,"grape",1
10600,"graph",1
10601,"grasa",1
10602,"grassless",1
10603,"grata",1
10604,"gratitude",1
10605,"gravel",1
10606,"grazed",1
10607,"greenery",1
10608,"greens",1
10609,"greetings",1
10610,"greezy",1
10611,"grenade",1
10612,"grigio",1
10613,"grimey",1
10614,"grimy",1
10615,"grinning",1
10616,"gripped",1
10617,"gripping",1
10618,"grips",1
10619,"grisly",1
10620,"groin",1
10621,"groovin",1
10622,"groovy",1
10623,"gross",1
10624,"grossin",1
10625,"groucho",1
10626,"grounded",1
10627,"grownup",1
10628,"grows",1
10629,"grrrr",1
10630,"gruesome",1
10631,"grupo",1
10632,"gs",1
10633,"guarantees",1
10634,"guarda",1
10635,"guarded",1
10636,"guards",1
10637,"guayarte",1
10638,"guerrero",1
10639,"guessin",1
10640,"guessing",1
10641,"guillar",1
10642,"guillotine",1
10643,"guilt",1
10644,"guilty",1
10645,"guió",1
10646,"gums",1
10647,"gun's",1
10648,"gunk",1
10649,"gunman",1
10650,"gunnas",1
10651,"gunplay",1
10652,"gwyneth",1
10653,"gyp",1
10654,"haaa",1
10655,"haberte",1
10656,"habla",1
10657,"hablando",1
10658,"haciendo",1
10659,"hackin",1
10660,"hadid",1
10661,"hagamo",1
10662,"hagan",1
10663,"hagas",1
10664,"hahahahahaha",1
10665,"hahahahahahahaha",1
10666,"hailie's",1
10667,"hailin",1
10668,"hakeem",1
10669,"halal",1
10670,"halfpipe",1
10671,"halfwit",1
10672,"hallow",1
10673,"halloween",1
10674,"ham",1
10675,"hamburger",1
10676,"hammock",1
10677,"hamptons",1
10678,"hand'cause",1
10679,"hand's",1
10680,"handcuffed",1
10681,"handed",1
10682,"handful",1
10683,"handguns",1
10684,"handkerchief",1
10685,"handled",1
10686,"handlin",1
10687,"handling",1
10688,"handshake",1
10689,"handshakes",1
10690,"handsigns",1
10691,"hanger",1
10692,"hankerin",1
10693,"hanna",1
10694,"haoh",1
10695,"harassin",1
10696,"harassment",1
10697,"hardcore",1
10698,"hardened",1
10699,"hare",1
10700,"hari",1
10701,"harlem",1
10702,"harmonica",1
10703,"harmony",1
10704,"harper's",1
10705,"harrassin",1
